CreditCardID,CardType,CardNumber,ExpMonth,ExpYear,ModifiedDate
10409,ColonialVoice,7.78E+13,11,2006,13-02-07 0:00
10410,SuperiorCard,3.33E+13,4,2005,29-07-06 0:00
10411,SuperiorCard,3.33E+13,10,2005,18-07-07 0:00
10412,SuperiorCard,3.33E+13,10,2008,03-11-07 0:00
10413,Distinguish,5.56E+13,3,2007,13-12-07 0:00
10414,Distinguish,5.56E+13,8,2005,28-11-07 0:00
10415,Distinguish,5.56E+13,4,2008,21-11-07 0:00
10416,SuperiorCard,3.33E+13,7,2008,27-03-08 0:00
10417,SuperiorCard,3.33E+13,12,2006,19-08-06 0:00
10418,Vista,1.11E+13,8,2008,11-02-08 0:00
10419,ColonialVoice,7.78E+13,1,2007,27-05-08 0:00
10420,ColonialVoice,7.78E+13,8,2007,20-08-06 0:00
10421,SuperiorCard,3.33E+13,8,2008,24-04-08 0:00
10422,ColonialVoice,7.78E+13,2,2007,01-07-06 0:00
10423,Vista,1.11E+13,3,2006,18-11-07 0:00
10424,SuperiorCard,3.33E+13,4,2007,30-07-07 0:00
10425,SuperiorCard,3.33E+13,7,2008,08-03-08 0:00
10426,SuperiorCard,3.33E+13,3,2007,12-04-08 0:00
10427,ColonialVoice,7.78E+13,11,2007,28-08-07 0:00
10428,Vista,1.11E+13,3,2008,27-06-07 0:00
10429,Distinguish,5.56E+13,5,2007,29-07-05 0:00
10430,Vista,1.11E+13,7,2008,27-02-03 0:00
10431,SuperiorCard,3.33E+13,3,2008,23-12-05 0:00
10432,Distinguish,5.56E+13,5,2007,23-09-07 0:00
10433,Vista,1.11E+13,3,2007,28-02-08 0:00
10434,Distinguish,5.56E+13,8,2005,30-11-07 0:00
10435,Vista,1.11E+13,8,2007,31-07-06 0:00
10436,ColonialVoice,7.78E+13,8,2006,01-03-08 0:00
10437,ColonialVoice,7.78E+13,5,2006,25-12-07 0:00
10438,Vista,1.11E+13,12,2007,08-06-08 0:00
10439,ColonialVoice,7.78E+13,10,2006,16-12-07 0:00
10440,ColonialVoice,7.78E+13,3,2006,21-01-08 0:00
10441,Distinguish,5.56E+13,11,2005,26-03-08 0:00
10442,Vista,1.11E+13,5,2005,02-05-08 0:00
10443,Distinguish,5.56E+13,6,2007,14-03-08 0:00
10444,SuperiorCard,3.33E+13,4,2008,27-06-07 0:00
10445,ColonialVoice,7.78E+13,8,2007,05-08-07 0:00
10446,ColonialVoice,7.78E+13,11,2005,28-01-08 0:00
10447,Distinguish,5.56E+13,10,2007,22-06-08 0:00
10448,Vista,1.11E+13,5,2006,10-03-08 0:00
10449,ColonialVoice,7.78E+13,2,2007,09-01-08 0:00
10450,Distinguish,5.56E+13,3,2006,30-04-08 0:00
10451,Vista,1.11E+13,3,2005,02-05-08 0:00
10452,Vista,1.11E+13,4,2006,05-02-08 0:00
10453,SuperiorCard,3.33E+13,5,2005,01-11-06 0:00
10454,Vista,1.11E+13,11,2006,30-09-05 0:00
10455,Distinguish,5.56E+13,6,2008,02-08-07 0:00
10456,ColonialVoice,7.78E+13,1,2006,01-07-05 0:00
10457,Distinguish,5.56E+13,12,2008,19-05-08 0:00
10458,Vista,1.11E+13,7,2006,29-11-07 0:00
10459,SuperiorCard,3.33E+13,11,2008,20-02-08 0:00
10460,ColonialVoice,7.78E+13,7,2005,04-09-07 0:00
10461,ColonialVoice,7.78E+13,10,2008,28-12-06 0:00
10462,Vista,1.11E+13,5,2008,04-03-06 0:00
10463,Vista,1.11E+13,4,2007,13-12-06 0:00
10464,SuperiorCard,3.33E+13,2,2007,18-04-08 0:00
10465,Vista,1.11E+13,3,2006,16-06-08 0:00
10466,ColonialVoice,7.78E+13,1,2005,26-02-07 0:00
10467,SuperiorCard,3.33E+13,8,2006,17-03-08 0:00
10468,ColonialVoice,7.78E+13,3,2006,24-12-06 0:00
10469,ColonialVoice,7.78E+13,7,2005,18-07-05 0:00
10470,Distinguish,5.56E+13,1,2005,29-02-08 0:00
10471,Distinguish,5.56E+13,6,2005,04-02-06 0:00
10472,SuperiorCard,3.33E+13,11,2007,06-02-08 0:00
10473,SuperiorCard,3.33E+13,11,2006,25-05-08 0:00
10474,SuperiorCard,3.33E+13,4,2005,14-02-08 0:00
10475,Distinguish,5.56E+13,9,2007,20-02-08 0:00
10476,SuperiorCard,3.33E+13,9,2006,28-06-06 0:00
10477,Vista,1.11E+13,9,2006,09-01-08 0:00
10478,SuperiorCard,3.33E+13,11,2007,03-02-08 0:00
10479,ColonialVoice,7.78E+13,10,2005,24-03-06 0:00
10480,Vista,1.11E+13,12,2005,05-03-07 0:00
10481,Distinguish,5.56E+13,6,2008,13-08-07 0:00
10482,Distinguish,5.56E+13,5,2005,18-08-07 0:00
10483,SuperiorCard,3.33E+13,6,2005,01-10-07 0:00
10484,Distinguish,5.56E+13,4,2008,07-08-07 0:00
10485,Distinguish,5.56E+13,8,2006,01-12-06 0:00
10486,Distinguish,5.56E+13,9,2007,13-06-07 0:00
10487,Distinguish,5.56E+13,5,2008,09-11-07 0:00
10488,ColonialVoice,7.78E+13,10,2008,16-02-08 0:00
10489,Vista,1.11E+13,6,2005,08-09-07 0:00
10490,Distinguish,5.56E+13,12,2006,28-05-08 0:00
10491,Vista,1.11E+13,12,2007,24-02-08 0:00
10492,SuperiorCard,3.33E+13,8,2008,01-06-07 0:00
10493,Distinguish,5.56E+13,6,2008,07-07-07 0:00
10494,Vista,1.11E+13,9,2007,14-11-07 0:00
10495,ColonialVoice,7.78E+13,5,2008,23-07-07 0:00
10496,SuperiorCard,3.33E+13,9,2005,14-05-07 0:00
10497,Distinguish,5.56E+13,6,2008,30-11-07 0:00
10498,SuperiorCard,3.33E+13,5,2005,19-12-05 0:00
10499,ColonialVoice,7.78E+13,2,2008,01-08-07 0:00
10500,ColonialVoice,7.78E+13,2,2007,24-02-08 0:00
10501,SuperiorCard,3.33E+13,10,2008,08-04-07 0:00
10502,Distinguish,5.56E+13,7,2008,01-09-07 0:00
10503,ColonialVoice,7.78E+13,12,2008,21-09-07 0:00
10504,Vista,1.11E+13,4,2006,01-01-06 0:00
10505,ColonialVoice,7.78E+13,1,2007,04-11-07 0:00
10506,Vista,1.11E+13,6,2008,10-05-08 0:00
10507,Distinguish,5.56E+13,4,2008,07-11-05 0:00
10508,ColonialVoice,7.78E+13,6,2008,17-06-08 0:00
10509,SuperiorCard,3.33E+13,9,2007,26-05-05 0:00
10510,SuperiorCard,3.33E+13,1,2007,18-02-08 0:00
10511,Distinguish,5.56E+13,8,2007,22-06-08 0:00
10512,Vista,1.11E+13,4,2007,17-05-08 0:00
10513,ColonialVoice,7.78E+13,1,2006,31-07-08 0:00
10514,SuperiorCard,3.33E+13,11,2007,17-07-08 0:00
10515,SuperiorCard,3.33E+13,1,2006,12-12-07 0:00
10516,SuperiorCard,3.33E+13,12,2008,19-09-07 0:00
10517,Distinguish,5.56E+13,2,2007,28-02-07 0:00
10518,Distinguish,5.56E+13,5,2006,19-07-08 0:00
10519,ColonialVoice,7.78E+13,9,2008,16-10-05 0:00
10520,ColonialVoice,7.78E+13,12,2007,01-10-06 0:00
10521,SuperiorCard,3.33E+13,6,2006,16-01-08 0:00
10522,Vista,1.11E+13,1,2006,15-04-08 0:00
10523,ColonialVoice,7.78E+13,4,2007,07-06-08 0:00
10524,Distinguish,5.56E+13,9,2006,05-02-03 0:00
10525,Distinguish,5.56E+13,1,2005,13-09-06 0:00
10526,Distinguish,5.56E+13,7,2006,01-08-06 0:00
10527,Distinguish,5.56E+13,6,2005,28-08-07 0:00
10528,Distinguish,5.56E+13,8,2007,16-03-08 0:00
10529,SuperiorCard,3.33E+13,5,2005,17-03-06 0:00
10530,Vista,1.11E+13,1,2007,08-04-08 0:00
10531,ColonialVoice,7.78E+13,10,2005,07-12-07 0:00
10532,SuperiorCard,3.33E+13,9,2008,03-09-07 0:00
10533,Vista,1.11E+13,10,2005,27-01-07 0:00
10534,Vista,1.11E+13,3,2008,04-07-07 0:00
10535,ColonialVoice,7.78E+13,7,2005,22-10-07 0:00
10536,SuperiorCard,3.33E+13,8,2007,01-07-06 0:00
10537,ColonialVoice,7.78E+13,2,2006,19-08-06 0:00
10538,ColonialVoice,7.78E+13,1,2005,26-11-07 0:00
10539,ColonialVoice,7.78E+13,11,2008,07-12-05 0:00
10540,Vista,1.11E+13,11,2005,17-11-07 0:00
10541,ColonialVoice,7.78E+13,10,2005,14-10-07 0:00
10542,Vista,1.11E+13,8,2005,08-02-08 0:00
10543,Vista,1.11E+13,2,2005,27-08-07 0:00
10544,SuperiorCard,3.33E+13,4,2007,23-12-07 0:00
10545,Vista,1.11E+13,1,2008,02-02-08 0:00
10546,SuperiorCard,3.33E+13,6,2007,09-12-07 0:00
10547,Vista,1.11E+13,7,2008,01-02-08 0:00
10548,Vista,1.11E+13,5,2007,01-01-08 0:00
10549,SuperiorCard,3.33E+13,9,2006,24-01-07 0:00
10550,ColonialVoice,7.78E+13,6,2006,24-02-08 0:00
10551,Distinguish,5.56E+13,11,2006,24-09-07 0:00
10552,Distinguish,5.56E+13,8,2005,23-01-08 0:00
10553,Vista,1.11E+13,6,2005,01-09-07 0:00
10554,ColonialVoice,7.78E+13,8,2006,30-01-06 0:00
10555,SuperiorCard,3.33E+13,4,2005,26-11-07 0:00
10556,Vista,1.11E+13,3,2006,01-03-07 0:00
10557,SuperiorCard,3.33E+13,11,2008,11-04-07 0:00
10558,Vista,1.11E+13,2,2007,04-12-07 0:00
10559,ColonialVoice,7.78E+13,10,2006,01-04-08 0:00
10560,Vista,1.11E+13,9,2006,31-05-08 0:00
10561,Distinguish,5.56E+13,8,2008,13-10-07 0:00
10562,Distinguish,5.56E+13,1,2007,29-12-07 0:00
10563,ColonialVoice,7.78E+13,10,2005,30-12-07 0:00
10564,Distinguish,5.56E+13,12,2005,26-05-08 0:00
10565,Distinguish,5.56E+13,12,2006,15-12-07 0:00
10566,Vista,1.11E+13,8,2005,07-12-06 0:00
10567,Distinguish,5.56E+13,6,2005,24-12-07 0:00
10568,ColonialVoice,7.78E+13,4,2005,18-09-07 0:00
10569,SuperiorCard,3.33E+13,8,2005,18-02-03 0:00
10570,Distinguish,5.56E+13,10,2008,15-09-05 0:00
10571,ColonialVoice,7.78E+13,5,2006,23-05-06 0:00
10572,ColonialVoice,7.78E+13,1,2008,20-03-06 0:00
10573,Distinguish,5.56E+13,8,2005,27-11-07 0:00
10574,ColonialVoice,7.78E+13,6,2007,11-03-08 0:00
10575,Distinguish,5.56E+13,5,2008,29-04-06 0:00
10576,Vista,1.11E+13,2,2005,17-08-07 0:00
10577,ColonialVoice,7.78E+13,1,2006,05-08-07 0:00
10578,Vista,1.11E+13,2,2007,07-03-08 0:00
10579,ColonialVoice,7.78E+13,4,2007,09-10-07 0:00
10580,Vista,1.11E+13,3,2005,19-07-06 0:00
10581,Distinguish,5.56E+13,7,2006,29-05-08 0:00
10582,Distinguish,5.56E+13,1,2008,15-10-07 0:00
10583,Distinguish,5.56E+13,8,2005,18-05-08 0:00
10584,Vista,1.11E+13,1,2005,14-11-06 0:00
10585,ColonialVoice,7.78E+13,3,2005,23-10-07 0:00
10586,SuperiorCard,3.33E+13,1,2006,25-05-08 0:00
10587,Distinguish,5.56E+13,7,2008,08-06-08 0:00
10588,ColonialVoice,7.78E+13,1,2006,12-03-08 0:00
10589,Vista,1.11E+13,8,2008,19-12-07 0:00
10590,ColonialVoice,7.78E+13,7,2006,14-01-08 0:00
10591,Distinguish,5.56E+13,7,2008,28-02-08 0:00
10592,Distinguish,5.56E+13,2,2008,05-03-08 0:00
10593,SuperiorCard,3.33E+13,12,2007,15-06-08 0:00
10594,ColonialVoice,7.78E+13,7,2006,19-01-08 0:00
10595,Vista,1.11E+13,8,2005,26-05-08 0:00
10596,Distinguish,5.56E+13,2,2008,05-11-07 0:00
10597,ColonialVoice,7.78E+13,1,2008,23-12-06 0:00
10598,ColonialVoice,7.78E+13,4,2005,05-02-08 0:00
10599,Vista,1.11E+13,5,2006,31-01-07 0:00
10600,SuperiorCard,3.33E+13,4,2008,09-07-05 0:00
10601,ColonialVoice,7.78E+13,10,2007,13-02-07 0:00
10602,Vista,1.11E+13,2,2008,06-09-07 0:00
10603,ColonialVoice,7.78E+13,3,2006,25-03-08 0:00
10604,ColonialVoice,7.78E+13,11,2005,21-08-06 0:00
10605,SuperiorCard,3.33E+13,12,2006,01-07-05 0:00
10606,Vista,1.11E+13,8,2008,28-07-08 0:00
10607,ColonialVoice,7.78E+13,6,2005,01-09-07 0:00
10608,Distinguish,5.56E+13,4,2007,10-02-08 0:00
10609,Distinguish,5.56E+13,5,2007,17-11-07 0:00
10610,Distinguish,5.56E+13,5,2006,19-09-06 0:00
10611,Vista,1.11E+13,12,2005,20-09-07 0:00
10612,Distinguish,5.56E+13,11,2005,04-08-06 0:00
10613,ColonialVoice,7.78E+13,3,2007,19-03-08 0:00
10614,Vista,1.11E+13,8,2005,18-08-07 0:00
10615,Vista,1.11E+13,10,2006,16-08-07 0:00
10616,SuperiorCard,3.33E+13,4,2005,11-09-07 0:00
10617,SuperiorCard,3.33E+13,5,2005,28-02-03 0:00
10618,ColonialVoice,7.78E+13,8,2005,13-11-05 0:00
10619,ColonialVoice,7.78E+13,9,2005,13-02-08 0:00
10620,Vista,1.11E+13,6,2008,31-12-07 0:00
10621,Vista,1.11E+13,9,2005,26-10-07 0:00
10622,Vista,1.11E+13,12,2007,12-11-07 0:00
10623,ColonialVoice,7.78E+13,6,2008,01-09-06 0:00
10624,Distinguish,5.56E+13,7,2008,10-11-07 0:00
10625,Vista,1.11E+13,8,2007,16-06-08 0:00
10626,Distinguish,5.56E+13,2,2008,16-05-08 0:00
10627,Vista,1.11E+13,8,2005,17-02-08 0:00
10628,Vista,1.11E+13,1,2007,01-08-05 0:00
10629,SuperiorCard,3.33E+13,4,2005,04-06-08 0:00
10630,SuperiorCard,3.33E+13,3,2005,25-07-06 0:00
10631,Vista,1.11E+13,7,2005,12-08-06 0:00
10632,SuperiorCard,3.33E+13,8,2008,09-06-08 0:00
10633,ColonialVoice,7.78E+13,7,2005,05-06-08 0:00
10634,ColonialVoice,7.78E+13,3,2008,14-12-06 0:00
10635,ColonialVoice,7.78E+13,11,2005,18-02-08 0:00
10636,SuperiorCard,3.33E+13,11,2008,16-10-07 0:00
10637,SuperiorCard,3.33E+13,7,2005,13-02-08 0:00
10638,SuperiorCard,3.33E+13,3,2008,25-10-07 0:00
10639,Vista,1.11E+13,5,2006,24-09-05 0:00
10640,Distinguish,5.56E+13,5,2006,21-03-08 0:00
10641,Distinguish,5.56E+13,11,2006,08-12-07 0:00
10642,SuperiorCard,3.33E+13,11,2008,09-10-05 0:00
10643,ColonialVoice,7.78E+13,8,2005,18-04-08 0:00
10644,SuperiorCard,3.33E+13,11,2008,17-07-05 0:00
10645,Distinguish,5.56E+13,4,2005,08-04-08 0:00
10646,Distinguish,5.56E+13,7,2006,12-03-08 0:00
10647,SuperiorCard,3.33E+13,11,2007,18-09-07 0:00
10648,SuperiorCard,3.33E+13,9,2007,17-02-04 0:00
10649,Vista,1.11E+13,2,2007,22-06-08 0:00
10650,ColonialVoice,7.78E+13,9,2008,19-01-07 0:00
10651,SuperiorCard,3.33E+13,12,2006,14-03-08 0:00
10652,ColonialVoice,7.78E+13,1,2007,24-06-06 0:00
10653,Vista,1.11E+13,7,2007,20-07-05 0:00
10654,ColonialVoice,7.78E+13,2,2008,14-08-07 0:00
10655,Vista,1.11E+13,2,2005,07-02-08 0:00
10656,ColonialVoice,7.78E+13,1,2006,07-04-07 0:00
10657,ColonialVoice,7.78E+13,4,2005,19-09-07 0:00
10658,Vista,1.11E+13,4,2008,18-12-07 0:00
10659,Vista,1.11E+13,8,2005,16-02-06 0:00
10660,SuperiorCard,3.33E+13,4,2006,11-08-07 0:00
10661,SuperiorCard,3.33E+13,8,2007,30-01-06 0:00
10662,ColonialVoice,7.78E+13,1,2005,01-08-06 0:00
10663,SuperiorCard,3.33E+13,10,2005,30-07-08 0:00
10664,SuperiorCard,3.33E+13,4,2007,28-01-08 0:00
10665,ColonialVoice,7.78E+13,4,2006,17-03-08 0:00
10666,Distinguish,5.56E+13,12,2008,09-03-08 0:00
10667,SuperiorCard,3.33E+13,5,2008,24-11-07 0:00
10668,SuperiorCard,3.33E+13,10,2008,31-10-07 0:00
10669,Distinguish,5.56E+13,8,2008,09-11-07 0:00
10670,SuperiorCard,3.33E+13,5,2007,10-01-08 0:00
10671,SuperiorCard,3.33E+13,2,2006,24-12-07 0:00
10672,ColonialVoice,7.78E+13,3,2006,26-09-07 0:00
10673,ColonialVoice,7.78E+13,9,2005,30-09-07 0:00
10674,Distinguish,5.56E+13,12,2008,08-09-07 0:00
10675,Distinguish,5.56E+13,5,2007,09-10-07 0:00
10676,ColonialVoice,7.78E+13,12,2005,18-03-08 0:00
10677,ColonialVoice,7.78E+13,3,2007,22-08-06 0:00
10678,Vista,1.11E+13,5,2008,25-05-08 0:00
10679,Vista,1.11E+13,4,2007,27-10-07 0:00
10680,Distinguish,5.56E+13,7,2008,08-05-07 0:00
10681,SuperiorCard,3.33E+13,5,2006,15-09-07 0:00
10682,ColonialVoice,7.78E+13,9,2005,27-02-08 0:00
10683,SuperiorCard,3.33E+13,2,2006,06-03-08 0:00
10684,SuperiorCard,3.33E+13,9,2005,10-01-08 0:00
10685,Vista,1.11E+13,10,2008,20-03-03 0:00
10686,SuperiorCard,3.33E+13,7,2006,06-05-08 0:00
10687,Vista,1.11E+13,1,2006,17-03-06 0:00
10688,Distinguish,5.56E+13,7,2006,31-05-07 0:00
10689,ColonialVoice,7.78E+13,7,2005,19-04-08 0:00
10690,Distinguish,5.56E+13,3,2008,19-08-05 0:00
10691,Vista,1.11E+13,1,2007,15-10-07 0:00
10692,SuperiorCard,3.33E+13,2,2006,17-10-07 0:00
10693,SuperiorCard,3.33E+13,2,2007,22-08-07 0:00
10694,ColonialVoice,7.78E+13,1,2005,23-03-08 0:00
10695,ColonialVoice,7.78E+13,1,2006,15-01-08 0:00
10696,ColonialVoice,7.78E+13,6,2008,16-06-08 0:00
10697,Vista,1.11E+13,1,2005,25-03-03 0:00
10698,Distinguish,5.56E+13,1,2007,16-12-06 0:00
10699,ColonialVoice,7.78E+13,4,2005,01-04-03 0:00
10700,Distinguish,5.56E+13,4,2007,30-06-08 0:00
10701,Vista,1.11E+13,9,2008,02-09-05 0:00
10702,Distinguish,5.56E+13,8,2007,28-06-08 0:00
10703,Vista,1.11E+13,12,2008,29-01-08 0:00
10704,ColonialVoice,7.78E+13,8,2008,15-10-07 0:00
10705,Vista,1.11E+13,12,2005,23-05-08 0:00
10706,ColonialVoice,7.78E+13,1,2007,28-10-07 0:00
10707,SuperiorCard,3.33E+13,7,2006,06-11-07 0:00
10708,ColonialVoice,7.78E+13,10,2006,25-05-08 0:00
10709,Vista,1.11E+13,5,2008,01-07-06 0:00
10710,Distinguish,5.56E+13,2,2005,04-11-07 0:00
10711,Vista,1.11E+13,12,2006,20-08-06 0:00
10712,Vista,1.11E+13,7,2006,08-09-06 0:00
10713,Vista,1.11E+13,5,2007,01-09-07 0:00
10714,SuperiorCard,3.33E+13,11,2008,22-03-08 0:00
10715,Distinguish,5.56E+13,9,2007,15-02-07 0:00
10716,SuperiorCard,3.33E+13,10,2005,31-08-06 0:00
10717,SuperiorCard,3.33E+13,9,2006,30-04-08 0:00
10718,Distinguish,5.56E+13,12,2006,01-06-08 0:00
10719,ColonialVoice,7.78E+13,12,2007,22-04-08 0:00
10720,SuperiorCard,3.33E+13,7,2006,01-09-07 0:00
10721,ColonialVoice,7.78E+13,10,2005,09-10-07 0:00
10722,Vista,1.11E+13,12,2007,17-02-06 0:00
10723,Distinguish,5.56E+13,3,2007,13-06-08 0:00
10724,Distinguish,5.56E+13,1,2008,15-06-08 0:00
10725,Distinguish,5.56E+13,2,2005,16-08-07 0:00
10726,Distinguish,5.56E+13,7,2005,03-08-05 0:00
10727,Distinguish,5.56E+13,7,2007,03-12-07 0:00
10728,Vista,1.11E+13,6,2005,11-09-06 0:00
10729,Distinguish,5.56E+13,3,2008,28-02-07 0:00
10730,Distinguish,5.56E+13,1,2005,30-08-07 0:00
10731,ColonialVoice,7.78E+13,9,2007,08-09-07 0:00
10732,ColonialVoice,7.78E+13,12,2006,21-01-06 0:00
10733,ColonialVoice,7.78E+13,7,2007,09-05-08 0:00
10734,SuperiorCard,3.33E+13,8,2005,14-01-07 0:00
10735,Vista,1.11E+13,5,2008,28-12-07 0:00
10736,SuperiorCard,3.33E+13,1,2006,08-08-07 0:00
10737,Vista,1.11E+13,11,2007,04-02-03 0:00
10738,Distinguish,5.56E+13,10,2006,18-06-06 0:00
10739,ColonialVoice,7.78E+13,6,2005,19-08-07 0:00
10740,SuperiorCard,3.33E+13,2,2006,23-11-07 0:00
10741,Vista,1.11E+13,7,2005,17-07-06 0:00
10742,Vista,1.11E+13,11,2005,19-06-08 0:00
10743,Vista,1.11E+13,3,2006,05-03-03 0:00
10744,SuperiorCard,3.33E+13,11,2008,28-11-07 0:00
10745,Vista,1.11E+13,9,2008,06-09-07 0:00
10746,Vista,1.11E+13,3,2006,17-06-08 0:00
10747,SuperiorCard,3.33E+13,10,2008,05-08-07 0:00
10748,Vista,1.11E+13,9,2007,28-06-08 0:00
10749,ColonialVoice,7.78E+13,9,2005,01-04-08 0:00
10750,Distinguish,5.56E+13,7,2007,07-08-07 0:00
10751,Distinguish,5.56E+13,5,2007,17-11-07 0:00
10752,SuperiorCard,3.33E+13,8,2006,11-07-08 0:00
10753,Distinguish,5.56E+13,4,2005,11-08-07 0:00
10754,Distinguish,5.56E+13,12,2006,19-01-08 0:00
10755,ColonialVoice,7.78E+13,5,2005,25-04-07 0:00
10756,Distinguish,5.56E+13,11,2006,01-03-06 0:00
10757,ColonialVoice,7.78E+13,5,2007,23-08-07 0:00
10758,Vista,1.11E+13,6,2007,25-02-06 0:00
10759,Vista,1.11E+13,4,2005,01-03-03 0:00
10760,SuperiorCard,3.33E+13,10,2008,21-10-06 0:00
10761,Distinguish,5.56E+13,2,2007,07-01-08 0:00
10762,ColonialVoice,7.78E+13,1,2008,02-11-06 0:00
10763,ColonialVoice,7.78E+13,6,2005,25-06-07 0:00
10764,Vista,1.11E+13,5,2008,21-03-08 0:00
10765,SuperiorCard,3.33E+13,11,2006,21-01-06 0:00
10766,ColonialVoice,7.78E+13,3,2008,13-11-07 0:00
10767,ColonialVoice,7.78E+13,4,2005,21-04-08 0:00
10768,Vista,1.11E+13,5,2008,07-04-08 0:00
10769,Distinguish,5.56E+13,3,2008,04-04-07 0:00
10770,SuperiorCard,3.33E+13,5,2007,01-02-08 0:00
10771,Distinguish,5.56E+13,11,2007,16-06-08 0:00
10772,Vista,1.11E+13,6,2006,05-08-07 0:00
10773,ColonialVoice,7.78E+13,10,2008,12-08-07 0:00
10774,ColonialVoice,7.78E+13,11,2008,09-03-07 0:00
10775,Distinguish,5.56E+13,1,2006,20-02-03 0:00
10776,ColonialVoice,7.78E+13,7,2005,28-05-08 0:00
10777,ColonialVoice,7.78E+13,3,2007,15-01-08 0:00
10778,SuperiorCard,3.33E+13,3,2008,14-09-07 0:00
10779,ColonialVoice,7.78E+13,7,2006,23-07-07 0:00
10780,Vista,1.11E+13,8,2006,02-10-05 0:00
10781,SuperiorCard,3.33E+13,8,2007,14-02-08 0:00
10782,SuperiorCard,3.33E+13,5,2006,24-04-07 0:00
10783,Vista,1.11E+13,12,2008,01-09-06 0:00
10784,Distinguish,5.56E+13,4,2008,09-03-08 0:00
10785,ColonialVoice,7.78E+13,5,2007,01-08-07 0:00
10786,SuperiorCard,3.33E+13,2,2007,21-04-08 0:00
10787,ColonialVoice,7.78E+13,10,2008,12-08-07 0:00
10788,Vista,1.11E+13,3,2005,28-03-07 0:00
10789,ColonialVoice,7.78E+13,5,2007,03-04-08 0:00
10790,Vista,1.11E+13,5,2006,12-02-08 0:00
10791,Vista,1.11E+13,10,2007,18-09-07 0:00
10792,Distinguish,5.56E+13,12,2007,17-05-08 0:00
10793,SuperiorCard,3.33E+13,12,2005,20-11-06 0:00
10794,Vista,1.11E+13,1,2006,18-08-07 0:00
10795,SuperiorCard,3.33E+13,2,2005,21-05-08 0:00
10796,ColonialVoice,7.78E+13,10,2007,21-04-06 0:00
10797,Vista,1.11E+13,5,2007,28-04-08 0:00
10798,Distinguish,5.56E+13,10,2005,13-02-08 0:00
10799,SuperiorCard,3.33E+13,5,2005,03-09-07 0:00
10800,ColonialVoice,7.78E+13,5,2008,26-12-02 0:00
10801,Distinguish,5.56E+13,11,2005,28-06-08 0:00
10802,Vista,1.11E+13,5,2005,20-01-03 0:00
10803,ColonialVoice,7.78E+13,3,2006,03-03-07 0:00
10804,SuperiorCard,3.33E+13,3,2008,08-01-08 0:00
10805,Distinguish,5.56E+13,2,2007,22-10-07 0:00
10806,Vista,1.11E+13,8,2007,08-01-08 0:00
10807,Vista,1.11E+13,5,2005,09-10-07 0:00
10808,SuperiorCard,3.33E+13,9,2006,06-12-07 0:00
10809,ColonialVoice,7.78E+13,2,2007,08-04-08 0:00
10810,SuperiorCard,3.33E+13,9,2006,31-03-08 0:00
10811,Distinguish,5.56E+13,3,2007,24-07-06 0:00
10812,Vista,1.11E+13,12,2005,12-07-08 0:00
10813,ColonialVoice,7.78E+13,8,2006,25-03-08 0:00
10814,Distinguish,5.56E+13,12,2008,12-02-08 0:00
10815,Distinguish,5.56E+13,7,2006,23-12-06 0:00
10816,SuperiorCard,3.33E+13,2,2007,09-02-08 0:00
10817,SuperiorCard,3.33E+13,1,2008,09-10-07 0:00
10818,SuperiorCard,3.33E+13,10,2007,29-12-06 0:00
10819,ColonialVoice,7.78E+13,6,2008,21-06-08 0:00
10820,Vista,1.11E+13,10,2008,28-05-07 0:00
10821,Distinguish,5.56E+13,3,2008,26-09-07 0:00
10822,Vista,1.11E+13,9,2008,27-08-07 0:00
10823,Vista,1.11E+13,1,2005,17-12-07 0:00
10824,SuperiorCard,3.33E+13,11,2007,22-04-08 0:00
10825,Distinguish,5.56E+13,9,2008,06-10-07 0:00
10826,ColonialVoice,7.78E+13,3,2006,09-02-07 0:00
10827,Distinguish,5.56E+13,5,2006,14-01-06 0:00
10828,Vista,1.11E+13,1,2007,19-08-07 0:00
10829,ColonialVoice,7.78E+13,11,2005,30-05-06 0:00
10830,SuperiorCard,3.33E+13,7,2007,21-11-06 0:00
10831,SuperiorCard,3.33E+13,10,2006,08-06-07 0:00
10832,SuperiorCard,3.33E+13,4,2008,01-08-07 0:00
10833,ColonialVoice,7.78E+13,11,2005,18-02-07 0:00
10834,Distinguish,5.56E+13,8,2007,19-06-08 0:00
10835,ColonialVoice,7.78E+13,8,2006,22-04-08 0:00
10836,SuperiorCard,3.33E+13,7,2005,01-03-06 0:00
10837,ColonialVoice,7.78E+13,11,2007,04-02-08 0:00
10838,SuperiorCard,3.33E+13,11,2007,23-04-07 0:00
10839,ColonialVoice,7.78E+13,1,2008,29-12-07 0:00
10840,Vista,1.11E+13,1,2008,28-10-07 0:00
10841,ColonialVoice,7.78E+13,7,2007,23-10-06 0:00
10842,Distinguish,5.56E+13,4,2005,28-02-06 0:00
10843,Distinguish,5.56E+13,11,2008,22-07-08 0:00
10844,ColonialVoice,7.78E+13,8,2007,01-05-08 0:00
10845,Vista,1.11E+13,3,2007,09-12-05 0:00
10846,Distinguish,5.56E+13,11,2007,09-07-07 0:00
10847,Vista,1.11E+13,4,2006,18-01-08 0:00
10848,Vista,1.11E+13,9,2006,20-08-07 0:00
10849,Distinguish,5.56E+13,4,2005,03-05-06 0:00
10850,Distinguish,5.56E+13,2,2005,08-08-07 0:00
10851,SuperiorCard,3.33E+13,5,2006,21-08-06 0:00
