BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate
267,2000,adventure-works\karen1,0x8DA0,2,Application Specialist,19-06-72,S,F,20-03-03,TRUE,74,57,TRUE,{45C3D0F5-3332-419D-AD40-A98996BB5531},31-07-08 0:00
268,19,adventure-works\ramesh0,0x8DE0,2,Application Specialist,14-04-82,S,M,07-03-03,TRUE,73,56,TRUE,{BE190269-4003-4D7F-809E-7B3FDC235DA8},31-07-08 0:00
269,3324,adventure-works\dan0,0x8E10,2,Application Specialist,28-07-75,M,M,12-02-03,TRUE,72,56,TRUE,{71B0D010-5AC5-4E91-8EFA-C311C1372A73},31-07-08 0:00
270,3160,adventure-works\franï¿½ois0,0x8E30,2,Database Administrator,17-06-69,S,M,18-02-03,TRUE,67,53,TRUE,{0C7F025D-8D56-48EF-86C0-F09DB63D0182},31-07-08 0:00
271,4890,adventure-works\dan1,0x8E50,2,Database Administrator,06-02-70,M,M,23-02-03,TRUE,66,53,TRUE,{2474E1A9-902D-466C-B0B2-6DCAC927F753},31-07-08 0:00
272,239,adventure-works\janaina0,0x8E70,2,Application Specialist,03-03-79,M,F,24-01-03,TRUE,71,55,TRUE,{241535C7-7A31-4A6A-9E0D-A83C30C2EDDA},31-07-08 0:00
273,3404,adventure-works\brian3,0x94,1,Vice President of Sales,08-07-71,S,M,18-03-05,TRUE,10,25,TRUE,{F3EC557C-8B41-4EE6-BB0C-E3B93AFF81E5},31-07-08 0:00
274,1041,adventure-works\stephen0,0x9560,2,North American Sales Manager,17-11-45,M,M,04-02-05,TRUE,14,27,TRUE,{86D5FA9E-4BC0-48C8-91DC-1EC467418D11},31-07-08 0:00
275,1276,adventure-works\michael9,0x956B,3,Sales Representative,26-01-63,S,M,01-07-05,TRUE,38,39,TRUE,{E19F8DE2-0F40-418C-84A2-DB48B98DC6A2},31-07-08 0:00
276,1535,adventure-works\linda3,0x956D,3,Sales Representative,30-03-74,M,F,01-07-05,TRUE,27,33,TRUE,{4509F387-D73A-43DC-A502-B1C27AA1DC9E},31-07-08 0:00
277,77,adventure-works\jillian0,0x956F,3,Sales Representative,29-09-56,S,F,01-07-05,TRUE,24,32,TRUE,{A011C97B-081C-4739-996F-C1CAC4532F8D},31-07-08 0:00
278,386,adventure-works\garrett1,0x957080,3,Sales Representative,07-03-69,M,M,01-07-05,TRUE,33,36,TRUE,{50EECC16-0D0D-43A9-9649-016C06DE8D78},31-07-08 0:00
279,4628,adventure-works\tsvi0,0x957180,3,Sales Representative,19-02-68,M,M,01-07-05,TRUE,29,34,TRUE,{BB510FCE-0105-4306-B591-6450D9EBF401},31-07-08 0:00
280,2889,adventure-works\pamela0,0x957280,3,Sales Representative,06-01-69,S,F,01-07-05,TRUE,22,31,TRUE,{7627B9D6-0707-4706-9AD9-0D37506B08AE},31-07-08 0:00
281,6,adventure-works\shu0,0x957380,3,Sales Representative,10-04-62,M,M,01-07-05,TRUE,26,33,TRUE,{4103C891-37E8-4DFC-AEAC-B55E2BC1BE1C},31-07-08 0:00
282,1082,adventure-works\josï¿½1,0x957440,3,Sales Representative,11-01-58,M,M,01-07-05,TRUE,31,35,TRUE,{FD3992FB-3067-451D-A09D-73BD53C0FECA},31-07-08 0:00
283,2356,adventure-works\david8,0x9574C0,3,Sales Representative,14-03-68,S,M,01-07-05,TRUE,23,31,TRUE,{1E8F9E91-508F-4D49-ACD2-775C836030ED},31-07-08 0:00
284,3275,adventure-works\tete0,0x957540,3,Sales Representative,06-02-72,M,M,01-11-06,TRUE,39,39,TRUE,{0C67CE00-DE78-4712-908F-06939A2C58D5},31-07-08 0:00
285,5256,adventure-works\syed0,0x95A0,2,Pacific Sales Manager,11-02-69,M,M,15-04-07,TRUE,20,30,TRUE,{86F292DB-B73C-429D-9912-800994D809FB},31-07-08 0:00
286,5205,adventure-works\lynn0,0x95AB,3,Sales Representative,18-04-65,S,F,01-07-07,TRUE,36,38,TRUE,{4A9A8407-A680-4A6B-8D03-511CB58F9A8A},31-07-08 0:00
287,1710,adventure-works\amy0,0x95E0,2,European Sales Manager,22-10-51,M,F,18-05-06,TRUE,21,30,TRUE,{66D66445-EE78-4676-9E66-0E22D6109A92},31-07-08 0:00
288,2298,adventure-works\rachel0,0x95EB,3,Sales Representative,09-08-69,S,F,01-07-07,TRUE,35,37,TRUE,{B9BF7741-E0CA-4F37-ACDE-A4F78C6D03E9},31-07-08 0:00
289,4079,adventure-works\jae0,0x95ED,3,Sales Representative,18-04-62,M,F,01-07-06,TRUE,37,38,TRUE,{723A5921-D8A1-4659-9BC4-13C4CF7C9C91},31-07-08 0:00
290,4274,adventure-works\ranjit0,0x95EF,3,Sales Representative,31-10-69,S,M,01-07-06,TRUE,34,37,TRUE,{604213F9-DD0F-43B4-BDD2-C96E93D3F4BF},31-07-08 0:00
BusinessEntityID,4597,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate
1,117,adventure-works\ken0,,0,Chief Executive Officer,02-03-63,S,M,15-02-03,TRUE,99,69,TRUE,{F01251E5-96A3-448D-981E-0F99D789110D},31-07-08 0:00
2,618,adventure-works\terri0,58,1,Vice President of Engineering,01-09-65,S,F,03-03-02,TRUE,1,20,TRUE,{45E8F437-670D-4409-93CB-F9424A40D6EE},31-07-08 0:00
3,951,adventure-works\roberto0,5AC0,2,Engineering Manager,13-12-68,M,M,12-12-01,TRUE,2,21,TRUE,{9BBBFB2C-EFBB-4217-9AB7-F97689328841},31-07-08 0:00
4,4962,adventure-works\rob0,5AD6,3,Senior Tool Designer,23-01-69,S,M,05-01-02,FALSE,48,80,TRUE,{59747955-87B8-443F-8ED4-F8AD3AFDF3A9},31-07-08 0:00
5,609,adventure-works\gail0,5ADA,3,Design Engineer,29-10-46,M,F,06-02-02,TRUE,5,22,TRUE,{EC84AE09-F9B8-4A15-B4A9-6CCBAB919B08},31-07-08 0:00
6,87,adventure-works\jossef0,5ADE,3,Design Engineer,11-04-53,M,M,24-02-02,TRUE,6,23,TRUE,{E39056F1-9CD5-478D-8945-14ACA7FBDCDD},31-07-08 0:00
7,1133,adventure-works\dylan0,5AE1,3,Research and Development Manager,27-03-81,M,M,12-03-03,TRUE,61,50,TRUE,{4F46DECA-EF01-41FD-9829-0ADAB368E431},31-07-08 0:00
8,3071,adventure-works\diane1,5AE158,4,Research and Development Engineer,06-07-80,S,F,30-01-03,TRUE,62,51,TRUE,{31112635-663B-4018-B4A2-A685C0BF48A4},31-07-08 0:00
9,863,adventure-works\gigi0,5AE168,4,Research and Development Engineer,21-02-73,M,F,17-02-03,TRUE,63,51,TRUE,{50B6CDC6-7570-47EF-9570-48A64B5F2ECF},31-07-08 0:00
10,5697,adventure-works\michael6,5AE178,4,Research and Development Manager,01-01-79,M,M,04-06-03,TRUE,16,64,TRUE,{EAA43680-5571-40CB-AB1A-3BF68F04459E},31-07-08 0:00
11,3637,adventure-works\ovidiu0,5AE3,3,Senior Tool Designer,18-02-72,S,M,05-01-05,FALSE,7,23,TRUE,{F68C7C19-FAC1-438C-9BB7-AC33FCC341C3},31-07-08 0:00
12,3200,adventure-works\thierry0,5AE358,4,Tool Designer,29-08-53,M,M,11-01-02,FALSE,9,24,TRUE,{1D955171-E773-4FAD-8382-40FD898D5D4D},31-07-08 0:00
13,2726,adventure-works\janice0,5AE368,4,Tool Designer,29-06-83,M,F,23-01-05,FALSE,8,24,TRUE,{954B91B6-5AA7-48C2-8685-6E11C6E5C49A},31-07-08 0:00
14,3704,adventure-works\michael8,5AE5,3,Senior Design Engineer,17-07-73,S,M,30-01-05,TRUE,3,21,TRUE,{46286CA4-46DD-4DDB-9128-85B67E98D1A9},31-07-08 0:00
15,3642,adventure-works\sharon0,5AE7,3,Design Engineer,03-06-55,M,F,18-02-05,TRUE,4,22,TRUE,{54F2FDC0-87C4-4065-A7A8-9AC8EA624235},31-07-08 0:00
16,972,adventure-works\david0,68,1,Marketing Manager,19-04-69,S,M,20-01-02,TRUE,40,40,TRUE,{E87029AA-2CBA-4C03-B948-D83AF0313E28},31-07-08 0:00
17,3290,adventure-works\kevin0,6AC0,2,Marketing Assistant,03-06-81,S,M,26-02-01,FALSE,42,41,TRUE,{1B480240-95C0-410F-A717-EB29943C8886},31-07-08 0:00
18,1901,adventure-works\john5,6B40,2,Marketing Specialist,06-04-72,S,M,10-03-05,FALSE,48,44,TRUE,{64730415-1F58-4E5B-8FA8-5E4DAEBA53B4},31-07-08 0:00
19,4357,adventure-works\mary2,6BC0,2,Marketing Assistant,01-03-72,S,F,17-03-05,FALSE,43,41,TRUE,{1F6DA901-C7F7-48A8-8EEF-D81868D72B52},31-07-08 0:00
20,3868,adventure-works\wanida0,6C20,2,Marketing Assistant,17-04-69,M,F,07-02-05,FALSE,41,40,TRUE,{43CCA446-DA1C-454C-8530-873AD2923E1B},31-07-08 0:00
21,1787,adventure-works\terry0,6C60,2,Marketing Specialist,07-03-80,M,M,03-04-03,FALSE,44,42,TRUE,{AD0D7626-4506-45C4-898F-9D7A0E13AABD},31-07-08 0:00
22,1543,adventure-works\sariya0,6CA0,2,Marketing Specialist,21-06-81,S,M,13-01-03,FALSE,45,42,TRUE,{AF21F1B7-0691-48AD-B325-B8F2D7B2268A},31-07-08 0:00
23,4617,adventure-works\mary0,6CE0,2,Marketing Specialist,14-10-56,M,F,13-02-03,FALSE,46,43,TRUE,{90899830-127E-4876-85CA-7F6E03025281},31-07-08 0:00
24,1281,adventure-works\jill0,6D10,2,Marketing Specialist,19-07-73,M,F,19-02-03,FALSE,47,43,TRUE,{53575C58-FBA1-4C1A-B8FF-95E050B44393},31-07-08 0:00
25,3471,adventure-works\james1,78,1,Vice President of Production,07-02-77,S,M,07-03-03,TRUE,64,52,TRUE,{D7314F24-2AF1-429C-9BBB-4038F45F3E6C},31-07-08 0:00
26,4267,adventure-works\peter0,7AC0,2,Production Control Manager,04-12-76,M,M,02-01-03,TRUE,43,41,TRUE,{69D5D162-E817-45E7-9DEC-5D9B8310E7B1},17:08.6
27,4008,adventure-works\jo0,7AD6,3,Production Supervisor - WC60,09-11-50,S,F,30-03-02,FALSE,80,60,TRUE,{83FFAAC6-B895-481F-B897-14F965D4DA47},31-07-08 0:00
28,3732,adventure-works\guy1,7AD6B0,4,Production Technician - WC60,15-05-76,M,M,31-07-00,FALSE,21,30,TRUE,{AAE1D04A-C237-4974-B4D5-935247737718},31-07-08 0:00
29,965,adventure-works\mark1,7AD6D0,4,Production Technician - WC60,26-10-73,S,M,24-02-03,FALSE,19,29,TRUE,{CDB2C6DF-93E5-4558-91C8-424D5E7C658B},31-07-08 0:00
30,3610,adventure-works\britta0,7AD6F0,4,Production Technician - WC60,30-10-83,M,F,02-03-03,FALSE,14,27,TRUE,{FC12677F-42F8-4790-AD69-685088ED7E5F},31-07-08 0:00
31,4120,adventure-works\margie0,7AD708,4,Production Technician - WC60,20-06-80,M,F,05-02-03,FALSE,18,29,TRUE,{352D6E2F-655B-49A2-9FEC-EFD7D8CD0D30},31-07-08 0:00
32,533,adventure-works\rebecca0,7AD718,4,Production Technician - WC60,11-08-71,M,F,30-01-03,FALSE,23,31,TRUE,{BDADEB5C-A596-4DA1-88BA-842C7A0CC10F},31-07-08 0:00
33,3623,adventure-works\annik0,7AD728,4,Production Technician - WC60,27-01-71,M,M,18-01-03,FALSE,17,28,TRUE,{51FDE6AC-BD50-467C-90E5-10CA7310455C},31-07-08 0:00
34,822,adventure-works\suchitra0,7AD738,4,Production Technician - WC60,11-07-81,M,F,20-03-03,FALSE,15,27,TRUE,{6ADBD932-0DA5-4F5C-AF67-8E3A53630896},31-07-08 0:00
35,2222,adventure-works\brandon0,7AD744,4,Production Technician - WC60,11-02-71,M,M,12-03-03,FALSE,22,31,TRUE,{CA5D1935-44E2-4C45-93BB-809E59F56796},31-07-08 0:00
36,612,adventure-works\jose0,7AD74C,4,Production Technician - WC60,01-09-78,M,M,14-03-03,FALSE,20,30,TRUE,{9E912556-88BA-41EE-B946-CB84AB4C1102},31-07-08 0:00
37,5328,adventure-works\chris2,7AD754,4,Production Technician - WC60,07-09-80,S,M,08-04-03,FALSE,16,28,TRUE,{77B384C7-AFFB-4816-992B-F5B3034EE4FF},31-07-08 0:00
38,530,adventure-works\kim1,7AD75C,4,Production Technician - WC60,14-01-61,M,F,17-02-04,FALSE,24,32,TRUE,{891C27F4-28CC-44BB-BEA3-DA5EA7FBE957},31-07-08 0:00
39,513,adventure-works\ed0,7AD764,4,Production Technician - WC60,12-10-65,S,M,08-03-04,FALSE,25,32,TRUE,{8EF22FB3-AF37-4B44-8862-D60A7CB09D82},31-07-08 0:00
40,333,adventure-works\jolynn0,7ADA,3,Production Supervisor - WC60,16-02-50,S,F,26-01-02,FALSE,82,61,TRUE,{2CC71B96-F421-485E-9832-8723337749BB},31-07-08 0:00
41,3184,adventure-works\bryan0,7ADAB0,4,Production Technician - WC60,28-09-67,S,M,22-02-03,FALSE,35,37,TRUE,{4652D4E4-6A27-47ED-9F51-C377E293DA28},31-07-08 0:00
42,3550,adventure-works\james0,7ADAD0,4,Production Technician - WC60,26-08-78,M,M,28-01-03,FALSE,39,39,TRUE,{82E52D5A-165B-4C6D-9773-C3A6B6332ECD},31-07-08 0:00
43,4753,adventure-works\nancy0,7ADAF0,4,Production Technician - WC60,21-12-82,M,F,03-02-03,FALSE,34,37,TRUE,{6B7EB306-9A00-496A-98A9-4E94FE72F77C},31-07-08 0:00
44,3997,adventure-works\simon0,7ADB08,4,Production Technician - WC60,17-06-84,S,M,09-01-03,FALSE,38,39,TRUE,{F734D38A-56B5-471E-8DED-A682E958A9B3},31-07-08 0:00
45,2302,adventure-works\thomas0,7ADB18,4,Production Technician - WC60,11-02-80,M,M,30-03-03,FALSE,37,38,TRUE,{8FF3AF67-32F2-4A08-98C3-A40F842D41A3},31-07-08 0:00
46,46,adventure-works\eugene1,7ADB28,4,Production Technician - WC60,13-03-70,S,M,12-03-03,FALSE,36,38,TRUE,{33543B35-77DA-4600-A41B-1EAFEA0AD643},31-07-08 0:00
47,4968,adventure-works\andrew0,7ADE,3,Production Supervisor - WC10,08-10-82,S,M,26-03-03,FALSE,65,52,TRUE,{08365B05-C143-4260-A93C-6B69418B1946},31-07-08 0:00
48,2917,adventure-works\ruth0,7ADEB0,4,Production Technician - WC10,06-07-50,M,F,06-02-02,FALSE,83,61,TRUE,{3E3B6905-209E-442E-B8A8-9A0980241C6A},31-07-08 0:00
49,1099,adventure-works\barry0,7ADED0,4,Production Technician - WC10,27-04-50,S,M,07-02-02,FALSE,88,64,TRUE,{756A60AE-378F-43D8-9F93-1E821D1EAF52},31-07-08 0:00
50,2224,adventure-works\sidney0,7ADEF0,4,Production Technician - WC10,01-10-50,M,M,05-03-02,FALSE,84,62,TRUE,{40D603D9-7F99-48B7-A580-B17CF429BED2},31-07-08 0:00
51,2563,adventure-works\jeffrey0,7ADF08,4,Production Technician - WC10,12-08-50,S,M,23-03-02,FALSE,85,62,TRUE,{6E086F41-B81D-4BDC-9F13-0EEC488DC43E},31-07-08 0:00
52,4623,adventure-works\doris0,7ADF18,4,Production Technician - WC10,06-05-50,M,F,11-04-02,FALSE,86,63,TRUE,{692B8826-03B4-4C3B-82FC-1FC6F1409689},31-07-08 0:00
53,1390,adventure-works\diane0,7ADF28,4,Production Technician - WC10,30-04-50,M,F,29-04-02,FALSE,87,63,TRUE,{C334B2D2-0C56-4906-9095-F1D07A98CBEC},31-07-08 0:00
54,208,adventure-works\bonnie0,7ADF38,4,Production Technician - WC10,11-10-80,M,F,02-02-04,FALSE,89,64,TRUE,{E950A52A-DF61-4FEC-9063-545664D65B89},31-07-08 0:00
55,1897,adventure-works\taylor0,7AE1,3,Production Supervisor - WC50,03-05-50,M,M,11-03-02,FALSE,79,59,TRUE,{28F7EF89-2793-4989-B67D-25046543C1E3},31-07-08 0:00
56,3471,adventure-works\denise0,7AE158,4,Production Technician - WC50,07-08-82,M,F,09-03-03,FALSE,9,24,TRUE,{77878C43-F16E-437D-892F-3CFCC0715A0A},31-07-08 0:00
57,940,adventure-works\frank1,7AE168,4,Production Technician - WC50,24-08-65,S,M,27-03-03,FALSE,10,25,TRUE,{B395CD84-77BA-4D3C-A49D-D9E8D6CF100B},31-07-08 0:00
58,1899,adventure-works\kendall0,7AE178,4,Production Technician - WC50,30-06-80,M,M,06-01-03,FALSE,11,25,TRUE,{65207627-5521-4A8E-AD3C-B2F1B5226B85},31-07-08 0:00
59,3173,adventure-works\bob0,7AE184,4,Production Technician - WC50,16-09-73,S,M,25-01-03,FALSE,12,26,TRUE,{68616AEA-81E5-4940-A7E4-6FBA882BCCF6},31-07-08 0:00
60,3118,adventure-works\pete0,7AE18C,4,Production Technician - WC50,07-03-71,S,M,12-02-03,FALSE,13,26,TRUE,{1F1D813D-3EDC-4274-8E9B-4519D71685B6},31-07-08 0:00
61,990,adventure-works\diane2,7AE194,4,Production Technician - WC50,10-09-83,S,F,19-02-03,FALSE,8,24,TRUE,{721A2921-C415-46DE-9111-13F25F428B8B},31-07-08 0:00
62,4824,adventure-works\john0,7AE3,3,Production Supervisor - WC60,08-09-50,M,M,18-04-02,FALSE,81,60,TRUE,{D4ED1F78-7C28-479B-BFEF-A73228BA2AAA},31-07-08 0:00
63,1391,adventure-works\maciej0,7AE358,4,Production Technician - WC60,02-03-49,S,M,01-03-04,FALSE,30,35,TRUE,{3229D93F-6A14-4BAC-ABC5-A91B9ECFB4D3},31-07-08 0:00
64,3470,adventure-works\michael7,7AE368,4,Production Technician - WC60,07-10-67,S,M,26-03-04,FALSE,26,33,TRUE,{492B24BD-BDE9-4371-B96E-CCD72264B91F},31-07-08 0:00
65,3270,adventure-works\randy0,7AE378,4,Production Technician - WC60,29-05-64,M,M,26-03-04,FALSE,29,34,TRUE,{9A08108D-E039-4862-8F93-55F18017AD72},31-07-08 0:00
66,2077,adventure-works\karan0,7AE384,4,Production Technician - WC60,07-04-64,S,M,23-01-04,FALSE,28,34,TRUE,{08B1BA74-DD80-4FDA-8327-93268B84977B},31-07-08 0:00
67,3520,adventure-works\jay0,7AE38C,4,Production Technician - WC60,14-03-70,S,M,06-04-03,FALSE,32,36,TRUE,{18187809-5294-474F-85A1-D5BE6BD518D6},31-07-08 0:00
68,3740,adventure-works\charles0,7AE394,4,Production Technician - WC60,03-10-65,S,M,04-01-04,FALSE,27,33,TRUE,{CDC11292-DF74-4FB0-8676-5B2AA4687142},31-07-08 0:00
69,3666,adventure-works\steve0,7AE39C,4,Production Technician - WC60,07-05-85,S,M,19-03-03,FALSE,31,35,TRUE,{12F678D7-EAD3-4CF4-8518-A19AACF2A6D4},31-07-08 0:00
70,355,adventure-works\david2,7AE3A2,4,Production Technician - WC60,30-01-79,M,M,16-01-03,FALSE,33,36,TRUE,{FC617BB8-D2A3-4374-873C-8EF38D80127D},31-07-08 0:00
71,1738,adventure-works\michael3,7AE5,3,Production Supervisor - WC30,02-03-83,S,M,19-03-03,FALSE,70,55,TRUE,{1AD772D7-7B4A-4A7B-8676-49DD7608CB94},31-07-08 0:00
72,4229,adventure-works\steven0,7AE558,4,Production Technician - WC30,15-06-71,M,M,02-01-03,FALSE,41,40,TRUE,{0A8937C9-68AA-4D48-BA4E-B40493D764AA},31-07-08 0:00
73,664,adventure-works\carole0,7AE568,4,Production Technician - WC30,19-11-77,M,F,20-01-03,FALSE,42,41,TRUE,{C76A41F1-A390-4AE4-A82A-2A87764C6391},31-07-08 0:00
74,1147,adventure-works\bjorn0,7AE578,4,Production Technician - WC30,08-12-83,S,M,08-02-03,FALSE,43,41,TRUE,{A942E1E0-2D5E-4858-97C0-947020E96860},31-07-08 0:00
75,748,adventure-works\michiko0,7AE584,4,Production Technician - WC30,28-07-76,S,M,27-02-03,FALSE,44,42,TRUE,{F359F5B6-5E18-4C62-8531-14D951911CE5},31-07-08 0:00
76,5470,adventure-works\carol0,7AE58C,4,Production Technician - WC30,18-11-82,M,F,16-03-03,FALSE,45,42,TRUE,{8D0182A3-5B59-4EEA-9B3C-C7F05DA9A2CE},31-07-08 0:00
77,5627,adventure-works\merav0,7AE594,4,Production Technician - WC30,13-06-77,M,F,04-04-03,FALSE,46,43,TRUE,{2EE7914A-62D3-473B-A0E1-E4E55341EC4E},31-07-08 0:00
78,3866,adventure-works\reuben0,7AE7,3,Production Supervisor - WC40,27-09-81,M,M,16-01-03,FALSE,72,56,TRUE,{71EEE2A6-B9B3-4BF4-8949-01239DF7C901},31-07-08 0:00
79,1533,adventure-works\eric1,7AE758,4,Production Technician - WC40,08-01-61,M,M,25-02-04,FALSE,60,50,TRUE,{55F62E38-9457-46C8-A824-E46A3117A935},31-07-08 0:00
80,3713,adventure-works\sandeep0,7AE768,4,Production Technician - WC40,03-01-65,S,M,18-02-04,FALSE,65,52,TRUE,{606C21E2-3EC0-48A6-A9FE-6BC8123AC786},31-07-08 0:00
81,2614,adventure-works\mihail0,7AE778,4,Production Technician - WC40,09-04-65,S,M,30-01-04,FALSE,64,52,TRUE,{03A9BA14-0D5B-4671-B851-2C1721EFBF01},31-07-08 0:00
82,3883,adventure-works\jack1,7AE784,4,Production Technician - WC40,30-09-67,S,M,03-04-04,FALSE,62,51,TRUE,{D308D387-F7F3-4B5F-ABDA-FAF5574245CD},31-07-08 0:00
83,241,adventure-works\patrick1,7AE78C,4,Production Technician - WC40,24-01-68,M,M,15-03-04,FALSE,61,50,TRUE,{296C52AE-169F-4292-975D-C508476DCECF},31-07-08 0:00
84,2476,adventure-works\frank3,7AE794,4,Production Technician - WC40,03-04-46,M,M,08-03-04,FALSE,66,53,TRUE,{9AF24ACC-EA3E-4EFE-B5E3-4762C496D57C},31-07-08 0:00
85,2578,adventure-works\brian2,7AE79C,4,Production Technician - WC40,23-01-65,S,M,12-01-04,FALSE,63,51,TRUE,{C294F676-CAAF-4924-9730-BC81AE408BE1},31-07-08 0:00
86,5808,adventure-works\ryan0,7AE7A2,4,Production Technician - WC40,15-07-66,M,M,06-02-03,FALSE,59,49,TRUE,{10E5BD6F-2B9C-4192-A94D-6A2D50EA1ADB},31-07-08 0:00
87,4379,adventure-works\cristian0,7AE880,3,Production Supervisor - WC10,13-05-78,M,M,23-01-03,FALSE,67,53,TRUE,{5BE16416-8570-417D-9E54-047DB468B5E9},31-07-08 0:00
88,4649,adventure-works\betsy0,7AE8AC,4,Production Technician - WC10,17-01-61,S,F,19-01-04,FALSE,99,69,TRUE,{EBCDBA1C-6C1D-4D36-90F7-1893755C85E3},31-07-08 0:00
89,2682,adventure-works\patrick0,7AE8B4,4,Production Technician - WC10,11-10-80,S,M,04-03-04,FALSE,96,68,TRUE,{D5FBE9E6-B8C5-484C-B4B8-48059E0EF267},31-07-08 0:00
90,2935,adventure-works\danielle0,7AE8BC,4,Production Technician - WC10,08-10-80,S,F,23-03-04,FALSE,97,68,TRUE,{BB886159-1400-4264-B7C9-A3769BEB1274},31-07-08 0:00
91,3812,adventure-works\kimberly0,7AE8C2,4,Production Technician - WC10,14-10-80,S,F,13-02-04,FALSE,95,67,TRUE,{CE256B6C-1EEE-43ED-9969-7CAC480FF4D7},31-07-08 0:00
92,2837,adventure-works\tom0,7AE8C6,4,Production Technician - WC10,01-11-80,M,M,10-04-04,FALSE,98,69,TRUE,{B3BF7FC5-2014-48CE-B7BB-76124FA8446C},31-07-08 0:00
93,4098,adventure-works\kok-ho0,7AE980,3,Production Supervisor - WC50,30-05-74,S,M,28-01-03,FALSE,78,59,TRUE,{57FB2C0F-B105-49F0-967A-88F3D743CB3F},31-07-08 0:00
94,3206,adventure-works\russell0,7AE9AC,4,Production Technician - WC50,27-12-66,M,M,13-01-03,FALSE,6,23,TRUE,{6B10192F-D570-47C4-82C9-3D979B1EFDC1},31-07-08 0:00
95,1520,adventure-works\jim0,7AE9B4,4,Production Technician - WC50,09-10-80,M,M,20-01-03,FALSE,1,20,TRUE,{6175876E-8FCC-4917-BE06-FC358515E6DF},31-07-08 0:00
96,10,adventure-works\elizabeth0,7AE9BC,4,Production Technician - WC50,26-02-84,M,F,03-04-03,FALSE,5,22,TRUE,{62A9F73F-6443-4F2F-B864-18186614BFB6},31-07-08 0:00
97,4155,adventure-works\mandar0,7AE9C2,4,Production Technician - WC50,21-04-80,S,M,14-03-03,FALSE,0,20,TRUE,{1F0E068A-48C5-40BF-8190-565150EFDADD},31-07-08 0:00
98,3384,adventure-works\sameer0,7AE9C6,4,Production Technician - WC50,27-07-72,M,M,15-03-03,FALSE,4,22,TRUE,{A703169F-1563-488E-914D-D784FD07F29A},31-07-08 0:00
99,3737,adventure-works\nuan0,7AE9CA,4,Production Technician - WC50,29-04-73,S,M,07-02-03,FALSE,2,21,TRUE,{A6089357-2F2F-48CC-AB3C-D9B75A3C09D7},31-07-08 0:00
100,4932,adventure-works\lolan0,7AE9CE,4,Production Technician - WC50,25-02-67,M,M,13-02-03,FALSE,7,23,TRUE,{9B9B768D-7CC1-4DCE-87CB-765AB73A6AFF},31-07-08 0:00
101,2238,adventure-works\houman0,7AE9D1,4,Production Technician - WC50,30-09-65,M,M,26-02-03,FALSE,3,21,TRUE,{9CE8B2E8-9944-4BA5-97DE-441D8314F161},31-07-08 0:00
102,219,adventure-works\zheng0,7AEA80,3,Production Supervisor - WC10,26-11-77,S,M,04-01-03,FALSE,66,53,TRUE,{C75F2740-ACE3-4EBF-91C5-7AB352E1095F},31-07-08 0:00
103,3041,adventure-works\ebru0,7AEAAC,4,Production Technician - WC10,23-10-80,S,M,07-01-04,FALSE,93,66,TRUE,{6C25A32B-88B5-4F84-A129-F7F688DFA588},31-07-08 0:00
104,4783,adventure-works\mary1,7AEAB4,4,Production Technician - WC10,20-10-80,M,F,26-01-04,FALSE,94,67,TRUE,{6DC9F7D0-5664-4E4A-90F5-7AB85EBB02E6},31-07-08 0:00
105,313,adventure-works\kevin2,7AEABC,4,Production Technician - WC10,20-10-80,S,M,26-01-04,FALSE,90,65,TRUE,{8B21E53D-E705-479A-B32E-6E63AC2F4BCD},31-07-08 0:00
106,1789,adventure-works\john4,7AEAC2,4,Production Technician - WC10,29-10-80,S,M,30-03-04,FALSE,92,66,TRUE,{D4CF23D9-21B6-45E4-827C-22890DF0373B},31-07-08 0:00
107,1452,adventure-works\christopher0,7AEAC6,4,Production Technician - WC10,01-11-80,M,M,11-03-04,FALSE,91,65,TRUE,{F71C6055-557B-4660-86FF-8C0FA14B24E6},31-07-08 0:00
108,4186,adventure-works\jinghao0,7AEB80,3,Production Supervisor - WC50,09-03-83,S,M,09-01-03,FALSE,77,58,TRUE,{2BCA07D3-F2AC-4406-904F-E09156F3EB3E},31-07-08 0:00
109,1099,adventure-works\alice0,7AEBAC,4,Production Technician - WC50,27-02-72,M,F,08-01-03,FALSE,95,67,TRUE,{7E632B21-0D11-4BBA-8A68-8CAE14C20AE6},31-07-08 0:00
110,3705,adventure-works\jun0,7AEBB4,4,Production Technician - WC50,06-08-73,S,M,15-01-03,FALSE,90,65,TRUE,{9C5F84D1-FB96-4D82-92A1-F932903DEAAD},31-07-08 0:00
111,889,adventure-works\suroor0,7AEBBC,4,Production Technician - WC50,28-03-72,S,M,18-01-03,FALSE,93,66,TRUE,{14010B0E-C101-4E41-B788-21923399E512},31-07-08 0:00
112,1867,adventure-works\john1,7AEBC2,4,Production Technician - WC50,01-07-72,S,M,02-02-03,FALSE,91,65,TRUE,{B6998410-EE0F-4307-9E6E-FE348F11012D},31-07-08 0:00
