CreditCardID,CardType,ExpMonth,ExpYear,ModifiedDate,CardNumber
10408,SuperiorCard,3,2008,18-07-08 0:00,58393
10409,ColonialVoice,11,2006,13-02-07 0:00,174454
10410,SuperiorCard,4,2005,29-07-06 0:00,59597
10411,SuperiorCard,10,2005,18-07-07 0:00,77069
10412,SuperiorCard,10,2008,03-11-07 0:00,132362
10413,Distinguish,3,2007,13-12-07 0:00,42834
10414,Distinguish,8,2005,28-11-07 0:00,64608
10415,Distinguish,4,2008,21-11-07 0:00,108086
10416,SuperiorCard,7,2008,27-03-08 0:00,68347
10417,SuperiorCard,12,2006,19-08-06 0:00,6146
10418,Vista,8,2008,11-02-08 0:00,119673
10419,ColonialVoice,1,2007,27-05-08 0:00,74844
10420,ColonialVoice,8,2007,20-08-06 0:00,144270
10421,SuperiorCard,8,2008,24-04-08 0:00,119955
10422,ColonialVoice,2,2007,01-07-06 0:00,96569
10423,Vista,3,2006,18-11-07 0:00,32687
10424,SuperiorCard,4,2007,30-07-07 0:00,101416
10425,SuperiorCard,7,2008,08-03-08 0:00,140555
10426,SuperiorCard,3,2007,12-04-08 0:00,27314
10427,ColonialVoice,11,2007,28-08-07 0:00,118936
10428,Vista,3,2008,27-06-07 0:00,82977
10429,Distinguish,5,2007,29-07-05 0:00,189676
10430,Vista,7,2008,27-02-03 0:00,38983
10431,SuperiorCard,3,2008,23-12-05 0:00,84161
10432,Distinguish,5,2007,23-09-07 0:00,17240
10433,Vista,3,2007,28-02-08 0:00,188444
10434,Distinguish,8,2005,30-11-07 0:00,35019
10435,Vista,8,2007,31-07-06 0:00,187471
10436,ColonialVoice,8,2006,01-03-08 0:00,14999
10437,ColonialVoice,5,2006,25-12-07 0:00,141046
10438,Vista,12,2007,08-06-08 0:00,102218
10439,ColonialVoice,10,2006,16-12-07 0:00,42538
10440,ColonialVoice,3,2006,21-01-08 0:00,32823
10441,Distinguish,11,2005,26-03-08 0:00,2912
10442,Vista,5,2005,02-05-08 0:00,59851
10443,Distinguish,6,2007,14-03-08 0:00,141429
10444,SuperiorCard,4,2008,27-06-07 0:00,87457
10445,ColonialVoice,8,2007,05-08-07 0:00,147094
10446,ColonialVoice,11,2005,28-01-08 0:00,57425
10447,Distinguish,10,2007,22-06-08 0:00,75817
10448,Vista,5,2006,10-03-08 0:00,114098
10449,ColonialVoice,2,2007,09-01-08 0:00,104965
10450,Distinguish,3,2006,30-04-08 0:00,108035
10451,Vista,3,2005,02-05-08 0:00,88236
10452,Vista,4,2006,05-02-08 0:00,48971
10453,SuperiorCard,5,2005,01-11-06 0:00,87928
10454,Vista,11,2006,30-09-05 0:00,67789
10455,Distinguish,6,2008,02-08-07 0:00,135410
10456,ColonialVoice,1,2006,01-07-05 0:00,84781
10457,Distinguish,12,2008,19-05-08 0:00,148413
10458,Vista,7,2006,29-11-07 0:00,181175
10459,SuperiorCard,11,2008,20-02-08 0:00,26854
10460,ColonialVoice,7,2005,04-09-07 0:00,162216
10461,ColonialVoice,10,2008,28-12-06 0:00,172338
10462,Vista,5,2008,04-03-06 0:00,93499
10463,Vista,4,2007,13-12-06 0:00,134925
10464,SuperiorCard,2,2007,18-04-08 0:00,170287
10465,Vista,3,2006,16-06-08 0:00,122078
10466,ColonialVoice,1,2005,26-02-07 0:00,162969
10467,SuperiorCard,8,2006,17-03-08 0:00,155541
10468,ColonialVoice,3,2006,24-12-06 0:00,113484
10469,ColonialVoice,7,2005,18-07-05 0:00,15018
10470,Distinguish,1,2005,29-02-08 0:00,86163
10471,Distinguish,6,2005,04-02-06 0:00,168449
10472,SuperiorCard,11,2007,06-02-08 0:00,28616
10473,SuperiorCard,11,2006,25-05-08 0:00,54571
10474,SuperiorCard,4,2005,14-02-08 0:00,76210
10475,Distinguish,9,2007,20-02-08 0:00,161962
10476,SuperiorCard,9,2006,28-06-06 0:00,68539
10477,Vista,9,2006,09-01-08 0:00,10867
10478,SuperiorCard,11,2007,03-02-08 0:00,28935
10479,ColonialVoice,10,2005,24-03-06 0:00,41835
10480,Vista,12,2005,05-03-07 0:00,179628
10481,Distinguish,6,2008,13-08-07 0:00,21433
10482,Distinguish,5,2005,18-08-07 0:00,176117
10483,SuperiorCard,6,2005,01-10-07 0:00,23101
10484,Distinguish,4,2008,07-08-07 0:00,180496
10485,Distinguish,8,2006,01-12-06 0:00,105424
10486,Distinguish,9,2007,13-06-07 0:00,126474
10487,Distinguish,5,2008,09-11-07 0:00,31677
10488,ColonialVoice,10,2008,16-02-08 0:00,127745
10489,Vista,6,2005,08-09-07 0:00,189117
10490,Distinguish,12,2006,28-05-08 0:00,98804
10491,Vista,12,2007,24-02-08 0:00,71460
10492,SuperiorCard,8,2008,01-06-07 0:00,29141
10493,Distinguish,6,2008,07-07-07 0:00,76610
10494,Vista,9,2007,14-11-07 0:00,94230
10495,ColonialVoice,5,2008,23-07-07 0:00,147088
10496,SuperiorCard,9,2005,14-05-07 0:00,14670
10497,Distinguish,6,2008,30-11-07 0:00,147433
10498,SuperiorCard,5,2005,19-12-05 0:00,73353
10499,ColonialVoice,2,2008,01-08-07 0:00,75976
10500,ColonialVoice,2,2007,24-02-08 0:00,63141
10501,SuperiorCard,10,2008,08-04-07 0:00,115132
10502,Distinguish,7,2008,01-09-07 0:00,100790
10503,ColonialVoice,12,2008,21-09-07 0:00,137519
10504,Vista,4,2006,01-01-06 0:00,87619
10505,ColonialVoice,1,2007,04-11-07 0:00,138441
10506,Vista,6,2008,10-05-08 0:00,50424
10507,Distinguish,4,2008,07-11-05 0:00,96056
10508,ColonialVoice,6,2008,17-06-08 0:00,165415
10509,SuperiorCard,9,2007,26-05-05 0:00,13750
10510,SuperiorCard,1,2007,18-02-08 0:00,72980
10511,Distinguish,8,2007,22-06-08 0:00,157960
10512,Vista,4,2007,17-05-08 0:00,85236
10513,ColonialVoice,1,2006,31-07-08 0:00,39107
10514,SuperiorCard,11,2007,17-07-08 0:00,141270
10515,SuperiorCard,1,2006,12-12-07 0:00,184726
10516,SuperiorCard,12,2008,19-09-07 0:00,154095
10517,Distinguish,2,2007,28-02-07 0:00,49628
10518,Distinguish,5,2006,19-07-08 0:00,28325
10519,ColonialVoice,9,2008,16-10-05 0:00,83404
10520,ColonialVoice,12,2007,01-10-06 0:00,112597
10521,SuperiorCard,6,2006,16-01-08 0:00,119350
10522,Vista,1,2006,15-04-08 0:00,78817
10523,ColonialVoice,4,2007,07-06-08 0:00,13034
10524,Distinguish,9,2006,05-02-03 0:00,66112
10525,Distinguish,1,2005,13-09-06 0:00,185581
10526,Distinguish,7,2006,01-08-06 0:00,127748
10527,Distinguish,6,2005,28-08-07 0:00,157670
10528,Distinguish,8,2007,16-03-08 0:00,97005
10529,SuperiorCard,5,2005,17-03-06 0:00,23682
10530,Vista,1,2007,08-04-08 0:00,73815
10531,ColonialVoice,10,2005,07-12-07 0:00,92471
10532,SuperiorCard,9,2008,03-09-07 0:00,94098
10533,Vista,10,2005,27-01-07 0:00,187105
10534,Vista,3,2008,04-07-07 0:00,34644
10535,ColonialVoice,7,2005,22-10-07 0:00,124088
10536,SuperiorCard,8,2007,01-07-06 0:00,46477
10537,ColonialVoice,2,2006,19-08-06 0:00,38129
10538,ColonialVoice,1,2005,26-11-07 0:00,47838
10539,ColonialVoice,11,2008,07-12-05 0:00,187735
10540,Vista,11,2005,17-11-07 0:00,136353
10541,ColonialVoice,10,2005,14-10-07 0:00,186367
10542,Vista,8,2005,08-02-08 0:00,95108
10543,Vista,2,2005,27-08-07 0:00,123443
10544,SuperiorCard,4,2007,23-12-07 0:00,158007
10545,Vista,1,2008,02-02-08 0:00,179581
10546,SuperiorCard,6,2007,09-12-07 0:00,62131
10547,Vista,7,2008,01-02-08 0:00,122996
10548,Vista,5,2007,01-01-08 0:00,58750
10549,SuperiorCard,9,2006,24-01-07 0:00,185714
10550,ColonialVoice,6,2006,24-02-08 0:00,135862
10551,Distinguish,11,2006,24-09-07 0:00,190269
10552,Distinguish,8,2005,23-01-08 0:00,49536
10553,Vista,6,2005,01-09-07 0:00,135396
10554,ColonialVoice,8,2006,30-01-06 0:00,18372
10555,SuperiorCard,4,2005,26-11-07 0:00,161405
10556,Vista,3,2006,01-03-07 0:00,51265
10557,SuperiorCard,11,2008,11-04-07 0:00,183668
10558,Vista,2,2007,04-12-07 0:00,100242
10559,ColonialVoice,10,2006,01-04-08 0:00,122903
10560,Vista,9,2006,31-05-08 0:00,33545
10561,Distinguish,8,2008,13-10-07 0:00,189804
10562,Distinguish,1,2007,29-12-07 0:00,160750
10563,ColonialVoice,10,2005,30-12-07 0:00,174012
10564,Distinguish,12,2005,26-05-08 0:00,183812
10565,Distinguish,12,2006,15-12-07 0:00,118861
10566,Vista,8,2005,07-12-06 0:00,190665
10567,Distinguish,6,2005,24-12-07 0:00,166698
10568,ColonialVoice,4,2005,18-09-07 0:00,47447
10569,SuperiorCard,8,2005,18-02-03 0:00,78558
10570,Distinguish,10,2008,15-09-05 0:00,65176
10571,ColonialVoice,5,2006,23-05-06 0:00,106799
10572,ColonialVoice,1,2008,20-03-06 0:00,188333
10573,Distinguish,8,2005,27-11-07 0:00,12529
10574,ColonialVoice,6,2007,11-03-08 0:00,57838
10575,Distinguish,5,2008,29-04-06 0:00,8308
10576,Vista,2,2005,17-08-07 0:00,59834
10577,ColonialVoice,1,2006,05-08-07 0:00,38508
10578,Vista,2,2007,07-03-08 0:00,98467
10579,ColonialVoice,4,2007,09-10-07 0:00,16482
10580,Vista,3,2005,19-07-06 0:00,64359
10581,Distinguish,7,2006,29-05-08 0:00,187807
10582,Distinguish,1,2008,15-10-07 0:00,82318
10583,Distinguish,8,2005,18-05-08 0:00,119681
10584,Vista,1,2005,14-11-06 0:00,78325
10585,ColonialVoice,3,2005,23-10-07 0:00,180705
10586,SuperiorCard,1,2006,25-05-08 0:00,35932
10587,Distinguish,7,2008,08-06-08 0:00,108400
10588,ColonialVoice,1,2006,12-03-08 0:00,82988
10589,Vista,8,2008,19-12-07 0:00,85324
10590,ColonialVoice,7,2006,14-01-08 0:00,139708
10591,Distinguish,7,2008,28-02-08 0:00,137177
10592,Distinguish,2,2008,05-03-08 0:00,133727
10593,SuperiorCard,12,2007,15-06-08 0:00,93488
10594,ColonialVoice,7,2006,19-01-08 0:00,78683
10595,Vista,8,2005,26-05-08 0:00,109979
10596,Distinguish,2,2008,05-11-07 0:00,30760
10597,ColonialVoice,1,2008,23-12-06 0:00,190981
10598,ColonialVoice,4,2005,05-02-08 0:00,90597
10599,Vista,5,2006,31-01-07 0:00,114860
10600,SuperiorCard,4,2008,09-07-05 0:00,144134
10601,ColonialVoice,10,2007,13-02-07 0:00,140975
10602,Vista,2,2008,06-09-07 0:00,142286
10603,ColonialVoice,3,2006,25-03-08 0:00,143902
10604,ColonialVoice,11,2005,21-08-06 0:00,153754
10605,SuperiorCard,12,2006,01-07-05 0:00,26415
10606,Vista,8,2008,28-07-08 0:00,143444
10607,ColonialVoice,6,2005,01-09-07 0:00,181085
10608,Distinguish,4,2007,10-02-08 0:00,184562
10609,Distinguish,5,2007,17-11-07 0:00,54935
10610,Distinguish,5,2006,19-09-06 0:00,113787
10611,Vista,12,2005,20-09-07 0:00,164405
10612,Distinguish,11,2005,04-08-06 0:00,187546
10613,ColonialVoice,3,2007,19-03-08 0:00,86881
10614,Vista,8,2005,18-08-07 0:00,22657
10615,Vista,10,2006,16-08-07 0:00,52677
10616,SuperiorCard,4,2005,11-09-07 0:00,124664
10617,SuperiorCard,5,2005,28-02-03 0:00,83561
10618,ColonialVoice,8,2005,13-11-05 0:00,36425
10619,ColonialVoice,9,2005,13-02-08 0:00,141659
10620,Vista,6,2008,31-12-07 0:00,51319
10621,Vista,9,2005,26-10-07 0:00,102839
10622,Vista,12,2007,12-11-07 0:00,190031
10623,ColonialVoice,6,2008,01-09-06 0:00,163729
10624,Distinguish,7,2008,10-11-07 0:00,51499
10625,Vista,8,2007,16-06-08 0:00,168564
10626,Distinguish,2,2008,16-05-08 0:00,32637
10627,Vista,8,2005,17-02-08 0:00,155537
10628,Vista,1,2007,01-08-05 0:00,67712
10629,SuperiorCard,4,2005,04-06-08 0:00,85926
10630,SuperiorCard,3,2005,25-07-06 0:00,90624
10631,Vista,7,2005,12-08-06 0:00,121298
10632,SuperiorCard,8,2008,09-06-08 0:00,141055
10633,ColonialVoice,7,2005,05-06-08 0:00,124200
10634,ColonialVoice,3,2008,14-12-06 0:00,129381
10635,ColonialVoice,11,2005,18-02-08 0:00,105479
10636,SuperiorCard,11,2008,16-10-07 0:00,114479
10637,SuperiorCard,7,2005,13-02-08 0:00,61120
10638,SuperiorCard,3,2008,25-10-07 0:00,155262
10639,Vista,5,2006,24-09-05 0:00,180919
10640,Distinguish,5,2006,21-03-08 0:00,146246
10641,Distinguish,11,2006,08-12-07 0:00,94586
10642,SuperiorCard,11,2008,09-10-05 0:00,131238
10643,ColonialVoice,8,2005,18-04-08 0:00,166980
10644,SuperiorCard,11,2008,17-07-05 0:00,87672
10645,Distinguish,4,2005,08-04-08 0:00,135611
10646,Distinguish,7,2006,12-03-08 0:00,78552
10647,SuperiorCard,11,2007,18-09-07 0:00,96767
10648,SuperiorCard,9,2007,17-02-04 0:00,69652
10649,Vista,2,2007,22-06-08 0:00,76137
10650,ColonialVoice,9,2008,19-01-07 0:00,50437
10651,SuperiorCard,12,2006,14-03-08 0:00,156579
10652,ColonialVoice,1,2007,24-06-06 0:00,79527
10653,Vista,7,2007,20-07-05 0:00,6344
10654,ColonialVoice,2,2008,14-08-07 0:00,161059
10655,Vista,2,2005,07-02-08 0:00,142651
10656,ColonialVoice,1,2006,07-04-07 0:00,35451
10657,ColonialVoice,4,2005,19-09-07 0:00,83619
10658,Vista,4,2008,18-12-07 0:00,147105
10659,Vista,8,2005,16-02-06 0:00,56819
10660,SuperiorCard,4,2006,11-08-07 0:00,110866
10661,SuperiorCard,8,2007,30-01-06 0:00,2877
10662,ColonialVoice,1,2005,01-08-06 0:00,53579
10663,SuperiorCard,10,2005,30-07-08 0:00,173514
10664,SuperiorCard,4,2007,28-01-08 0:00,142214
10665,ColonialVoice,4,2006,17-03-08 0:00,159280
10666,Distinguish,12,2008,09-03-08 0:00,67506
10667,SuperiorCard,5,2008,24-11-07 0:00,102271
10668,SuperiorCard,10,2008,31-10-07 0:00,156230
10669,Distinguish,8,2008,09-11-07 0:00,153430
10670,SuperiorCard,5,2007,10-01-08 0:00,161634
10671,SuperiorCard,2,2006,24-12-07 0:00,165181
10672,ColonialVoice,3,2006,26-09-07 0:00,47676
10673,ColonialVoice,9,2005,30-09-07 0:00,147303
10674,Distinguish,12,2008,08-09-07 0:00,168765
10675,Distinguish,5,2007,09-10-07 0:00,29262
10676,ColonialVoice,12,2005,18-03-08 0:00,178271
10677,ColonialVoice,3,2007,22-08-06 0:00,151952
10678,Vista,5,2008,25-05-08 0:00,95708
10679,Vista,4,2007,27-10-07 0:00,146523
10680,Distinguish,7,2008,08-05-07 0:00,23197
10681,SuperiorCard,5,2006,15-09-07 0:00,123828
10682,ColonialVoice,9,2005,27-02-08 0:00,169384
10683,SuperiorCard,2,2006,06-03-08 0:00,117415
10684,SuperiorCard,9,2005,10-01-08 0:00,53566
10685,Vista,10,2008,20-03-03 0:00,131637
10686,SuperiorCard,7,2006,06-05-08 0:00,46599
10687,Vista,1,2006,17-03-06 0:00,188670
10688,Distinguish,7,2006,31-05-07 0:00,22767
10689,ColonialVoice,7,2005,19-04-08 0:00,71222
10690,Distinguish,3,2008,19-08-05 0:00,81071
10691,Vista,1,2007,15-10-07 0:00,111236
10692,SuperiorCard,2,2006,17-10-07 0:00,173853
10693,SuperiorCard,2,2007,22-08-07 0:00,155732
10694,ColonialVoice,1,2005,23-03-08 0:00,147465
10695,ColonialVoice,1,2006,15-01-08 0:00,156450
10696,ColonialVoice,6,2008,16-06-08 0:00,108553
10697,Vista,1,2005,25-03-03 0:00,56511
10698,Distinguish,1,2007,16-12-06 0:00,77768
10699,ColonialVoice,4,2005,01-04-03 0:00,127332
10700,Distinguish,4,2007,30-06-08 0:00,51052
10701,Vista,9,2008,02-09-05 0:00,166347
10702,Distinguish,8,2007,28-06-08 0:00,135928
10703,Vista,12,2008,29-01-08 0:00,118544
10704,ColonialVoice,8,2008,15-10-07 0:00,101985
10705,Vista,12,2005,23-05-08 0:00,108294
10706,ColonialVoice,1,2007,28-10-07 0:00,93993
10707,SuperiorCard,7,2006,06-11-07 0:00,172334
10708,ColonialVoice,10,2006,25-05-08 0:00,25145
10709,Vista,5,2008,01-07-06 0:00,44932
10710,Distinguish,2,2005,04-11-07 0:00,59128
10711,Vista,12,2006,20-08-06 0:00,131700
10712,Vista,7,2006,08-09-06 0:00,149219
10713,Vista,5,2007,01-09-07 0:00,158752
10714,SuperiorCard,11,2008,22-03-08 0:00,68741
10715,Distinguish,9,2007,15-02-07 0:00,136489
10716,SuperiorCard,10,2005,31-08-06 0:00,46706
10717,SuperiorCard,9,2006,30-04-08 0:00,52929
10718,Distinguish,12,2006,01-06-08 0:00,143259
10719,ColonialVoice,12,2007,22-04-08 0:00,67585
10720,SuperiorCard,7,2006,01-09-07 0:00,124275
10721,ColonialVoice,10,2005,09-10-07 0:00,157106
10722,Vista,12,2007,17-02-06 0:00,41628
10723,Distinguish,3,2007,13-06-08 0:00,185899
10724,Distinguish,1,2008,15-06-08 0:00,132828
10725,Distinguish,2,2005,16-08-07 0:00,138868
10726,Distinguish,7,2005,03-08-05 0:00,142179
10727,Distinguish,7,2007,03-12-07 0:00,100056
10728,Vista,6,2005,11-09-06 0:00,150913
10729,Distinguish,3,2008,28-02-07 0:00,104012
10730,Distinguish,1,2005,30-08-07 0:00,65987
10731,ColonialVoice,9,2007,08-09-07 0:00,179656
10732,ColonialVoice,12,2006,21-01-06 0:00,788
10733,ColonialVoice,7,2007,09-05-08 0:00,154057
10734,SuperiorCard,8,2005,14-01-07 0:00,47203
10735,Vista,5,2008,28-12-07 0:00,9995
10736,SuperiorCard,1,2006,08-08-07 0:00,167872
10737,Vista,11,2007,04-02-03 0:00,180504
10738,Distinguish,10,2006,18-06-06 0:00,134278
10739,ColonialVoice,6,2005,19-08-07 0:00,152582
10740,SuperiorCard,2,2006,23-11-07 0:00,173233
10741,Vista,7,2005,17-07-06 0:00,82447
10742,Vista,11,2005,19-06-08 0:00,127497
10743,Vista,3,2006,05-03-03 0:00,176520
10744,SuperiorCard,11,2008,28-11-07 0:00,124230
10745,Vista,9,2008,06-09-07 0:00,21480
10746,Vista,3,2006,17-06-08 0:00,3013
10747,SuperiorCard,10,2008,05-08-07 0:00,1489
10748,Vista,9,2007,28-06-08 0:00,57118
10749,ColonialVoice,9,2005,01-04-08 0:00,78175
10750,Distinguish,7,2007,07-08-07 0:00,144753
10751,Distinguish,5,2007,17-11-07 0:00,50643
10752,SuperiorCard,8,2006,11-07-08 0:00,80369
10753,Distinguish,4,2005,11-08-07 0:00,65560
10754,Distinguish,12,2006,19-01-08 0:00,128938
10755,ColonialVoice,5,2005,25-04-07 0:00,14451
10756,Distinguish,11,2006,01-03-06 0:00,164088
10757,ColonialVoice,5,2007,23-08-07 0:00,159219
10758,Vista,6,2007,25-02-06 0:00,90122
10759,Vista,4,2005,01-03-03 0:00,97093
10760,SuperiorCard,10,2008,21-10-06 0:00,174877
10761,Distinguish,2,2007,07-01-08 0:00,77775
10762,ColonialVoice,1,2008,02-11-06 0:00,108767
10763,ColonialVoice,6,2005,25-06-07 0:00,32751
10764,Vista,5,2008,21-03-08 0:00,25765
10765,SuperiorCard,11,2006,21-01-06 0:00,68136
10766,ColonialVoice,3,2008,13-11-07 0:00,102192
10767,ColonialVoice,4,2005,21-04-08 0:00,106874
10768,Vista,5,2008,07-04-08 0:00,123128
10769,Distinguish,3,2008,04-04-07 0:00,13323
10770,SuperiorCard,5,2007,01-02-08 0:00,154876
10771,Distinguish,11,2007,16-06-08 0:00,60386
10772,Vista,6,2006,05-08-07 0:00,144824
10773,ColonialVoice,10,2008,12-08-07 0:00,15816
10774,ColonialVoice,11,2008,09-03-07 0:00,60738
10775,Distinguish,1,2006,20-02-03 0:00,74584
10776,ColonialVoice,7,2005,28-05-08 0:00,108436
10777,ColonialVoice,3,2007,15-01-08 0:00,160702
10778,SuperiorCard,3,2008,14-09-07 0:00,153603
10779,ColonialVoice,7,2006,23-07-07 0:00,38282
10780,Vista,8,2006,02-10-05 0:00,12155
10781,SuperiorCard,8,2007,14-02-08 0:00,40352
10782,SuperiorCard,5,2006,24-04-07 0:00,80293
10783,Vista,12,2008,01-09-06 0:00,132875
10784,Distinguish,4,2008,09-03-08 0:00,73471
10785,ColonialVoice,5,2007,01-08-07 0:00,14421
10786,SuperiorCard,2,2007,21-04-08 0:00,125087
10787,ColonialVoice,10,2008,12-08-07 0:00,8988
10788,Vista,3,2005,28-03-07 0:00,121004
10789,ColonialVoice,5,2007,03-04-08 0:00,36477
10790,Vista,5,2006,12-02-08 0:00,99370
10791,Vista,10,2007,18-09-07 0:00,46890
10792,Distinguish,12,2007,17-05-08 0:00,144170
10793,SuperiorCard,12,2005,20-11-06 0:00,133906
10794,Vista,1,2006,18-08-07 0:00,23367
10795,SuperiorCard,2,2005,21-05-08 0:00,25949
10796,ColonialVoice,10,2007,21-04-06 0:00,156253
10797,Vista,5,2007,28-04-08 0:00,94205
10798,Distinguish,10,2005,13-02-08 0:00,33079
10799,SuperiorCard,5,2005,03-09-07 0:00,106406
10800,ColonialVoice,5,2008,26-12-02 0:00,57004
10801,Distinguish,11,2005,28-06-08 0:00,75226
10802,Vista,5,2005,20-01-03 0:00,113424
10803,ColonialVoice,3,2006,03-03-07 0:00,52510
10804,SuperiorCard,3,2008,08-01-08 0:00,80934
10805,Distinguish,2,2007,22-10-07 0:00,138071
10806,Vista,8,2007,08-01-08 0:00,46635
10807,Vista,5,2005,09-10-07 0:00,142199
10808,SuperiorCard,9,2006,06-12-07 0:00,40318
10809,ColonialVoice,2,2007,08-04-08 0:00,42237
10810,SuperiorCard,9,2006,31-03-08 0:00,67115
10811,Distinguish,3,2007,24-07-06 0:00,30019
10812,Vista,12,2005,12-07-08 0:00,112804
10813,ColonialVoice,8,2006,25-03-08 0:00,37242
10814,Distinguish,12,2008,12-02-08 0:00,42602
10815,Distinguish,7,2006,23-12-06 0:00,173284
10816,SuperiorCard,2,2007,09-02-08 0:00,188206
10817,SuperiorCard,1,2008,09-10-07 0:00,32608
10818,SuperiorCard,10,2007,29-12-06 0:00,96851
10819,ColonialVoice,6,2008,21-06-08 0:00,154064
10820,Vista,10,2008,28-05-07 0:00,64408
10821,Distinguish,3,2008,26-09-07 0:00,125108
10822,Vista,9,2008,27-08-07 0:00,107999
10823,Vista,1,2005,17-12-07 0:00,4727
10824,SuperiorCard,11,2007,22-04-08 0:00,34018
10825,Distinguish,9,2008,06-10-07 0:00,73879
10826,ColonialVoice,3,2006,09-02-07 0:00,163435
10827,Distinguish,5,2006,14-01-06 0:00,97672
10828,Vista,1,2007,19-08-07 0:00,65224
10829,ColonialVoice,11,2005,30-05-06 0:00,154201
10830,SuperiorCard,7,2007,21-11-06 0:00,112743
10831,SuperiorCard,10,2006,08-06-07 0:00,105550
10832,SuperiorCard,4,2008,01-08-07 0:00,132507
10833,ColonialVoice,11,2005,18-02-07 0:00,30406
10834,Distinguish,8,2007,19-06-08 0:00,96141
10835,ColonialVoice,8,2006,22-04-08 0:00,89360
10836,SuperiorCard,7,2005,01-03-06 0:00,146534
10837,ColonialVoice,11,2007,04-02-08 0:00,186310
10838,SuperiorCard,11,2007,23-04-07 0:00,87860
10839,ColonialVoice,1,2008,29-12-07 0:00,32669
10840,Vista,1,2008,28-10-07 0:00,17887
10841,ColonialVoice,7,2007,23-10-06 0:00,114182
10842,Distinguish,4,2005,28-02-06 0:00,144507
10843,Distinguish,11,2008,22-07-08 0:00,107855
10844,ColonialVoice,8,2007,01-05-08 0:00,46690
10845,Vista,3,2007,09-12-05 0:00,19163
10846,Distinguish,11,2007,09-07-07 0:00,143054
10847,Vista,4,2006,18-01-08 0:00,98024
10848,Vista,9,2006,20-08-07 0:00,10236
10849,Distinguish,4,2005,03-05-06 0:00,90980
10850,Distinguish,2,2005,08-08-07 0:00,190259
10851,SuperiorCard,5,2006,21-08-06 0:00,137251
10852,Vista,5,2008,06-07-08 0:00,53202
10853,Distinguish,5,2008,26-11-07 0:00,69572
10854,SuperiorCard,1,2008,28-01-08 0:00,83660
10855,Distinguish,9,2005,06-06-06 0:00,3067
10856,ColonialVoice,11,2006,14-12-07 0:00,86134
10857,SuperiorCard,8,2007,01-01-08 0:00,87815
10858,ColonialVoice,9,2008,14-09-07 0:00,171274
10859,SuperiorCard,3,2006,19-12-07 0:00,168355
10860,ColonialVoice,11,2005,02-01-08 0:00,144780
10861,SuperiorCard,11,2007,27-09-07 0:00,114012
10862,ColonialVoice,4,2008,11-05-07 0:00,23977
10863,Distinguish,9,2005,21-03-08 0:00,56459
10864,SuperiorCard,11,2007,06-12-07 0:00,155992
10865,Vista,8,2005,24-05-08 0:00,57726
10866,Distinguish,11,2006,15-06-08 0:00,57953
10867,Vista,9,2006,11-04-08 0:00,68076
10868,ColonialVoice,9,2007,13-05-08 0:00,148765
10869,Vista,10,2005,24-06-05 0:00,69430
10870,SuperiorCard,10,2006,12-02-08 0:00,117612
10871,Distinguish,9,2006,08-09-07 0:00,37465
10872,ColonialVoice,11,2008,21-11-07 0:00,22785
10873,Distinguish,7,2008,25-03-07 0:00,123609
10874,ColonialVoice,9,2006,17-03-03 0:00,21009
10875,Vista,10,2005,01-01-08 0:00,160708
10876,ColonialVoice,11,2006,27-10-07 0:00,98155
10877,Distinguish,4,2005,04-04-08 0:00,95142
10878,ColonialVoice,3,2006,13-04-07 0:00,146946
10879,ColonialVoice,10,2007,16-02-08 0:00,64345
10880,Distinguish,7,2008,23-05-08 0:00,10983
10881,SuperiorCard,6,2007,07-09-07 0:00,186216
10882,Distinguish,11,2007,09-07-05 0:00,152681
10883,Distinguish,11,2006,10-02-07 0:00,182854
10884,Vista,8,2005,04-11-07 0:00,55330
10885,Distinguish,7,2005,08-05-08 0:00,169869
10886,SuperiorCard,9,2005,01-06-08 0:00,8185
10887,Vista,10,2008,01-10-07 0:00,43650
10888,ColonialVoice,3,2005,14-04-08 0:00,117107
10889,Vista,9,2006,25-08-07 0:00,109827
10890,SuperiorCard,3,2008,05-09-07 0:00,181806
10891,Distinguish,1,2008,11-05-08 0:00,142440
10892,Distinguish,11,2008,03-07-07 0:00,64178
10893,Distinguish,4,2007,25-02-06 0:00,64073
10894,ColonialVoice,6,2006,03-06-08 0:00,86538
10895,SuperiorCard,12,2007,29-03-06 0:00,91810
10896,SuperiorCard,12,2008,13-07-06 0:00,65909
10897,Distinguish,1,2005,07-04-08 0:00,20575
10898,Vista,8,2005,24-07-07 0:00,67788
10899,Vista,11,2006,01-09-06 0:00,80898
10900,Vista,4,2005,25-02-07 0:00,92741
10901,SuperiorCard,3,2008,05-05-08 0:00,79146
10902,Vista,3,2005,01-08-07 0:00,67552
10903,SuperiorCard,8,2005,10-11-07 0:00,174390
10904,Vista,12,2008,27-07-05 0:00,181107
10905,SuperiorCard,4,2008,12-01-08 0:00,45728
10906,SuperiorCard,12,2006,23-02-07 0:00,121110
10907,ColonialVoice,4,2006,20-08-07 0:00,17724
10908,Vista,4,2006,28-02-08 0:00,140050
10909,Distinguish,3,2006,01-09-07 0:00,59743
10910,SuperiorCard,6,2006,24-11-07 0:00,100625
10911,ColonialVoice,11,2006,25-05-08 0:00,187916
10912,Distinguish,8,2007,03-07-05 0:00,156764
10913,Distinguish,12,2005,19-06-06 0:00,99806
10914,Vista,6,2006,11-01-06 0:00,17698
